,Gene_ID,Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,Chromosome,Start,End,Biotype
166,ENSG00000058600.16,POLR3E,305.1638666,0.521312772,0.125371227,4.158153222,3.21e-05,0.000518345,ENSG00000058600.16,16,22297375,22335101,protein_coding
167,ENSG00000059758.8,CDK17,298.9266723,-0.65298536,0.212316427,-3.075529157,0.002101294,0.015384457,ENSG00000059758.8,12,96278261,96400480,protein_coding
168,ENSG00000059769.20,DNAJC25,1180.309256,-0.50551239,0.164015636,-3.082098769,0.002055466,0.015135348,ENSG00000059769.20,9,111631334,111654351,protein_coding
169,ENSG00000059915.17,PSD,32.41763525,1.792315564,0.451539448,3.969344365,7.21e-05,0.001001325,ENSG00000059915.17,10,102402617,102421539,protein_coding
170,ENSG00000060069.18,CTDP1,114.7238406,1.053371634,0.268356558,3.925268831,8.66e-05,0.001164399,ENSG00000060069.18,18,79679803,79754503,protein_coding
171,ENSG00000060140.9,STYK1,3.661240526,-1.549765689,0.535205307,-2.895647088,0.003783777,0.02464366,ENSG00000060140.9,12,10618923,10674318,protein_coding
172,ENSG00000060237.19,WNK1,1337.66425,0.401075861,0.148729036,2.696688361,0.007003278,0.039828266,ENSG00000060237.19,12,752579,911452,protein_coding
173,ENSG00000060491.17,OGFR,572.7266209,1.511523245,0.320852627,4.710957985,2.47e-06,6.08e-05,ENSG00000060491.17,20,62804835,62814000,protein_coding
174,ENSG00000060656.20,PTPRU,292.7515543,1.068572515,0.246370245,4.337262862,1.44e-05,0.000267828,ENSG00000060656.20,1,29236516,29326813,protein_coding
175,ENSG00000060762.19,MPC1,4856.261418,-1.28393209,0.226209403,-5.675856419,1.38e-08,7.33e-07,ENSG00000060762.19,6,166364919,166383013,protein_coding
176,ENSG00000062194.16,GPBP1,1129.7356,-0.278116753,0.085811886,-3.241005008,0.001191091,0.009793194,ENSG00000062194.16,5,57173948,57264679,protein_coding
177,ENSG00000062485.19,CS,822.4122038,0.951454705,0.161202564,5.902230593,3.59e-09,2.31e-07,ENSG00000062485.19,12,56271699,56300391,protein_coding
178,ENSG00000062598.18,ELMO2,246.3552503,0.496290961,0.086815149,5.71664012,1.09e-08,6.01e-07,ENSG00000062598.18,20,46366050,46432985,protein_coding
179,ENSG00000062716.13,VMP1,1667.843549,-0.794340345,0.201483703,-3.942454575,8.07e-05,0.001096353,ENSG00000062716.13,17,59707192,59842255,protein_coding
180,ENSG00000062822.16,POLD1,49.32756876,1.81937236,0.31645046,5.749311782,8.96e-09,5.13e-07,ENSG00000062822.16,19,50384204,50418018,protein_coding
181,ENSG00000063176.16,SPHK2,275.4977333,1.769899359,0.303769687,5.826451542,5.66e-09,3.46e-07,ENSG00000063176.16,19,48619291,48630717,protein_coding
182,ENSG00000063244.13,U2AF2,733.5400688,0.412305217,0.130753181,3.153309253,0.001614307,0.012488583,ENSG00000063244.13,19,55654146,55674716,protein_coding
183,ENSG00000063245.15,EPN1,1091.713853,0.918197536,0.240101691,3.824202707,0.000131196,0.001642292,ENSG00000063245.15,19,55675226,55709858,protein_coding
184,ENSG00000063601.17,MTMR1,256.7305762,0.268197286,0.087634051,3.06042323,0.002210244,0.016009474,ENSG00000063601.17,X,150692971,150765108,protein_coding
185,ENSG00000063660.9,GPC1,349.7725131,1.508174693,0.276532661,5.453875448,4.93e-08,2.16e-06,ENSG00000063660.9,2,240435663,240468076,protein_coding
186,ENSG00000063978.16,RNF4,423.3223023,0.61875406,0.141804016,4.363445256,1.28e-05,0.000242229,ENSG00000063978.16,4,2462220,2515857,protein_coding
187,ENSG00000064115.11,TM7SF3,1527.082032,0.838254877,0.232637166,3.603271537,0.000314237,0.003343524,ENSG00000064115.11,12,26971579,27014434,protein_coding
188,ENSG00000064205.11,WISP2,6.63663723,1.774291007,0.646296427,2.745320771,0.006045178,0.035565368,ENSG00000064205.11,20,44714844,44728509,protein_coding
189,ENSG00000064225.13,ST3GAL6,1817.827977,-0.891572291,0.209776663,-4.250102368,2.14e-05,0.000371385,ENSG00000064225.13,3,98732236,98821201,protein_coding
190,ENSG00000064313.13,TAF2,318.1852753,0.465618258,0.172423407,2.700435327,0.00692488,0.039499196,ENSG00000064313.13,8,119730774,119832863,protein_coding
191,ENSG00000064419.14,TNPO3,665.9010998,0.460890318,0.10126481,4.55133742,5.33e-06,0.000116369,ENSG00000064419.14,7,128954180,129055173,protein_coding
192,ENSG00000064489.23,BORCS8-MEF2B,18.73924754,1.328000942,0.353177571,3.760150842,0.000169811,0.002024574,ENSG00000064489.23,19,19145569,19192158,protein_coding
193,ENSG00000064545.15,TMEM161A,258.4416125,1.74948896,0.291305806,6.005678311,1.91e-09,1.32e-07,ENSG00000064545.15,19,19119169,19138513,protein_coding
194,ENSG00000064601.21,CTSA,1208.363154,0.387539353,0.129925294,2.982786044,0.002856376,0.019653655,ENSG00000064601.21,20,45890144,45898949,protein_coding
195,ENSG00000064655.19,EYA2,28.3187993,2.129151606,0.774369088,2.749530731,0.005968067,0.03522543,ENSG00000064655.19,20,46894624,47188844,protein_coding
196,ENSG00000064687.13,ABCA7,53.71078401,1.159352507,0.401775894,2.885570105,0.003907054,0.025214155,ENSG00000064687.13,19,1039997,1065572,protein_coding
197,ENSG00000064763.12,FAR2,152.4573995,-0.563756483,0.198190548,-2.844517505,0.004447874,0.027979424,ENSG00000064763.12,12,29149016,29341121,protein_coding
198,ENSG00000064932.16,SBNO2,141.6867507,1.011351813,0.241497505,4.187835458,2.82e-05,0.00046521,ENSG00000064932.16,19,1107637,1174268,protein_coding
199,ENSG00000064961.19,HMG20B,414.9789753,0.827620488,0.286657045,2.887145121,0.003887549,0.025116365,ENSG00000064961.19,19,3572777,3579088,protein_coding
200,ENSG00000064995.19,TAF11,436.7348488,-0.348307826,0.109652942,-3.176456722,0.00149086,0.01175007,ENSG00000064995.19,6,34877462,34889192,protein_coding
201,ENSG00000065000.19,AP3D1,830.0222872,0.840479507,0.165896479,5.066289011,4.06e-07,1.35e-05,ENSG00000065000.19,19,2100988,2164468,protein_coding
202,ENSG00000065268.11,WDR18,282.2183329,1.830642923,0.37599688,4.868771576,1.12e-06,3.14e-05,ENSG00000065268.11,19,984332,998438,protein_coding
203,ENSG00000065320.9,NTN1,184.7715279,0.894802937,0.23568512,3.796603444,0.000146692,0.001790244,ENSG00000065320.9,17,9021510,9244000,protein_coding
204,ENSG00000065457.11,ADAT1,180.4347981,0.563802115,0.177172217,3.182226449,0.001461475,0.01155266,ENSG00000065457.11,16,75596868,75623300,protein_coding
205,ENSG00000065518.8,NDUFB4,1381.761286,-0.592228046,0.13655392,-4.336953813,1.44e-05,0.000268061,ENSG00000065518.8,3,120596328,120602507,protein_coding
206,ENSG00000065534.20,MYLK,1972.279476,0.900449456,0.338953695,2.656555951,0.007894335,0.043690147,ENSG00000065534.20,3,123610049,123884332,protein_coding
207,ENSG00000065675.16,PRKCQ,19.45731312,-0.998924678,0.324150761,-3.081666918,0.00205845,0.015147657,ENSG00000065675.16,10,6427143,6580301,protein_coding
208,ENSG00000065802.12,ASB1,207.3301778,0.756107071,0.181618108,4.16317006,3.14e-05,0.000510656,ENSG00000065802.12,2,238426742,238452250,protein_coding
209,ENSG00000065833.9,ME1,307.2752608,1.43931112,0.513373596,2.803632932,0.00505304,0.030926532,ENSG00000065833.9,6,83210402,83431051,protein_coding
210,ENSG00000065883.17,CDK13,745.43779,-0.539722632,0.149348055,-3.613857795,0.000301675,0.003229709,ENSG00000065883.17,7,39950121,40099580,protein_coding
211,ENSG00000066117.15,SMARCD1,246.7113796,0.721281568,0.142775617,5.051853969,4.38e-07,1.43e-05,ENSG00000066117.15,12,50085200,50100707,protein_coding
212,ENSG00000066135.13,KDM4A,456.392468,0.88221126,0.14513116,6.078717053,1.21e-09,8.89e-08,ENSG00000066135.13,1,43650149,43705518,protein_coding
213,ENSG00000066248.15,NGEF,283.912552,0.956029257,0.196501856,4.8652429,1.14e-06,3.19e-05,ENSG00000066248.15,2,232878701,233013256,protein_coding
214,ENSG00000066322.15,ELOVL1,371.7792021,0.76077947,0.138432209,5.495682523,3.89e-08,1.78e-06,ENSG00000066322.15,1,43363398,43368074,protein_coding
215,ENSG00000066379.15,ZNRD1,193.750059,-0.784806544,0.226908944,-3.45868492,0.00054282,0.005219117,ENSG00000066379.15,6,30058899,30064909,protein_coding
216,ENSG00000066583.12,ISOC1,1605.611721,-0.649803125,0.162927203,-3.988303448,6.65e-05,0.000942362,ENSG00000066583.12,5,129094749,129114028,protein_coding
217,ENSG00000066827.16,ZFAT,50.43683229,1.029195512,0.253348495,4.062370735,4.86e-05,0.000731887,ENSG00000066827.16,8,134477788,134713049,protein_coding
218,ENSG00000066923.18,STAG3,133.3134026,-0.743918388,0.275700375,-2.698285736,0.006969759,0.039670222,ENSG00000066923.18,7,100177563,100214387,protein_coding
219,ENSG00000067066.17,SP100,1215.809919,-0.386054243,0.109553427,-3.523890153,0.000425261,0.004295156,ENSG00000067066.17,2,230415942,230545606,protein_coding
220,ENSG00000067082.15,KLF6,777.848812,-1.264239301,0.46063065,-2.744583546,0.006058773,0.035633243,ENSG00000067082.15,10,3775996,3785281,protein_coding
221,ENSG00000067141.17,NEO1,290.7025821,0.555713406,0.146290594,3.798695397,0.00014546,0.001778966,ENSG00000067141.17,15,73051710,73305205,protein_coding
222,ENSG00000067182.8,TNFRSF1A,1165.561902,0.44875378,0.14561991,3.081678729,0.002058369,0.015147657,ENSG00000067182.8,12,6328757,6342114,protein_coding
223,ENSG00000067221.14,STOML1,123.1442384,0.914750815,0.228058764,4.011031185,6.05e-05,0.000870675,ENSG00000067221.14,15,73978926,73994622,protein_coding
224,ENSG00000067248.11,DHX29,478.7338861,0.466745937,0.169916213,2.746918199,0.006015814,0.035440789,ENSG00000067248.11,5,55256055,55307694,protein_coding
225,ENSG00000067369.14,TP53BP1,272.1267419,0.525283957,0.137469319,3.821099586,0.000132858,0.001655447,ENSG00000067369.14,15,43403061,43510728,protein_coding
226,ENSG00000067596.12,DHX8,360.0458138,0.721014882,0.151130028,4.770824774,1.83e-06,4.73e-05,ENSG00000067596.12,17,43483865,43610338,protein_coding
227,ENSG00000067606.17,PRKCZ,196.5941217,0.868795837,0.254234093,3.417306573,0.00063244,0.00589897,ENSG00000067606.17,1,2050411,2185395,protein_coding
228,ENSG00000067955.15,CBFB,248.9176886,-0.701281871,0.221496146,-3.166113201,0.001544907,0.012082517,ENSG00000067955.15,16,67028984,67101058,protein_coding
229,ENSG00000068137.15,PLEKHH3,175.0185703,1.530998823,0.373855199,4.095165265,4.22e-05,0.000650445,ENSG00000068137.15,17,42667914,42676994,protein_coding
230,ENSG00000068394.11,GPKOW,199.322508,0.553553141,0.180552166,3.065890327,0.002170229,0.015785681,ENSG00000068394.11,X,49113407,49123735,protein_coding
231,ENSG00000068615.20,REEP1,62.23038519,-1.035500095,0.263693017,-3.926915116,8.6e-05,0.00115826,ENSG00000068615.20,2,86213993,86338083,protein_coding
232,ENSG00000068650.19,ATP11A,470.4150674,0.753014683,0.210991009,3.568942045,0.000358426,0.003734509,ENSG00000068650.19,13,112690038,112887168,protein_coding
233,ENSG00000068654.17,POLR1A,267.6257195,0.973787517,0.176602666,5.514002344,3.51e-08,1.62e-06,ENSG00000068654.17,2,86020216,86106155,protein_coding
234,ENSG00000068878.15,PSME4,1213.46948,0.45527737,0.138403703,3.289488354,0.001003697,0.00852158,ENSG00000068878.15,2,53864069,53970993,protein_coding
235,ENSG00000068885.15,IFT80,147.0192632,-0.624659407,0.203694622,-3.066646534,0.002164747,0.015752423,ENSG00000068885.15,3,160256986,160399880,protein_coding
236,ENSG00000069020.19,MAST4,593.5010698,-0.636182681,0.175146297,-3.632293065,0.000280914,0.003054673,ENSG00000069020.19,5,66596380,67169593,protein_coding
237,ENSG00000069424.16,KCNAB2,145.7150286,0.937524975,0.267705272,3.502078861,0.000461643,0.004573237,ENSG00000069424.16,1,5990927,6101193,protein_coding
238,ENSG00000069493.15,CLEC2D,95.77013697,-1.244323858,0.312910408,-3.976613838,6.99e-05,0.00097947,ENSG00000069493.15,12,9664969,9699553,protein_coding
239,ENSG00000069509.6,FUNDC1,117.6086954,-0.726495275,0.200732389,-3.619222975,0.000295489,0.003183172,ENSG00000069509.6,X,44523639,44542859,protein_coding
240,ENSG00000069849.11,ATP1B3,148.964485,-0.743269829,0.266222082,-2.791916524,0.005239687,0.031894408,ENSG00000069849.11,3,141876124,141926549,protein_coding
241,ENSG00000070019.5,GUCY2C,16.66097223,1.088562976,0.307836765,3.536169485,0.000405974,0.0041317,ENSG00000070019.5,12,14612632,14696599,protein_coding
242,ENSG00000070047.13,PHRF1,319.0765372,1.512171631,0.260986344,5.794064194,6.87e-09,4.08e-07,ENSG00000070047.13,11,576470,612222,protein_coding
243,ENSG00000070061.16,ELP1,867.5396397,0.404820543,0.153766094,2.632703563,0.008470824,0.046208501,ENSG00000070061.16,9,108866898,108934328,protein_coding
244,ENSG00000070366.14,SMG6,193.2753235,1.019190533,0.166205004,6.132129032,8.67e-10,6.69e-08,ENSG00000070366.14,17,2059839,2303785,protein_coding
245,ENSG00000070371.16,CLTCL1,112.3578712,0.926424129,0.254212829,3.644285512,0.000268136,0.002939728,ENSG00000070371.16,22,19179473,19291719,protein_coding
246,ENSG00000070404.10,FSTL3,71.77545603,1.555134253,0.453989498,3.42548508,0.000613703,0.005755208,ENSG00000070404.10,19,676392,683392,protein_coding
247,ENSG00000070413.20,DGCR2,627.8921225,0.846982364,0.136411683,6.209016285,5.33e-10,4.38e-08,ENSG00000070413.20,22,19036282,19122454,protein_coding
248,ENSG00000070423.18,RNF126,136.9306253,1.767513753,0.349280043,5.060448732,4.18e-07,1.38e-05,ENSG00000070423.18,19,647526,663233,protein_coding
249,ENSG00000070444.15,MNT,50.72392209,0.732996197,0.24637794,2.97508858,0.00292904,0.020065718,ENSG00000070444.15,17,2384073,2401104,protein_coding
250,ENSG00000070495.15,JMJD6,160.3232984,0.520762482,0.199073015,2.615937087,0.008898295,0.048010858,ENSG00000070495.15,17,76712832,76726799,protein_coding
251,ENSG00000070610.14,GBA2,807.7473866,0.717568271,0.173491949,4.136032103,3.53e-05,0.000561215,ENSG00000070610.14,9,35736866,35749228,protein_coding
252,ENSG00000070614.15,NDST1,2010.463095,1.164457336,0.168961,6.891870528,5.51e-12,8.95e-10,ENSG00000070614.15,5,150485818,150558211,protein_coding
253,ENSG00000071082.11,RPL31,7301.526715,-1.089089783,0.169715454,-6.417151514,1.39e-10,1.37e-08,ENSG00000071082.11,2,101002229,101024032,protein_coding
254,ENSG00000071655.18,MBD3,423.2864708,1.708423381,0.409120803,4.175840901,2.97e-05,0.000486011,ENSG00000071655.18,19,1573596,1592865,protein_coding
255,ENSG00000071894.17,CPSF1,529.0795258,1.583117962,0.25460389,6.217964539,5.04e-10,4.18e-08,ENSG00000071894.17,8,144393229,144409335,protein_coding
256,ENSG00000071994.11,PDCD2,591.8394091,-0.327985188,0.114017316,-2.876626107,0.004019515,0.025800461,ENSG00000071994.11,6,170575295,170584692,protein_coding
257,ENSG00000072080.11,SPP2,5703.715025,-0.899483636,0.250914929,-3.584815138,0.000337317,0.003554147,ENSG00000072080.11,2,234050679,234077134,protein_coding
258,ENSG00000072110.16,ACTN1,955.9568261,0.47941192,0.171660852,2.792785398,0.005225635,0.031828934,ENSG00000072110.16,14,68874128,68979440,protein_coding
259,ENSG00000072121.17,ZFYVE26,302.7872862,0.559712329,0.158247026,3.53695322,0.000404771,0.004124308,ENSG00000072121.17,14,67727374,67816590,protein_coding
260,ENSG00000072163.20,LIMS2,436.3003896,1.028103471,0.346075514,2.970748952,0.002970745,0.020283201,ENSG00000072163.20,2,127638381,127681786,protein_coding
261,ENSG00000072310.18,SREBF1,2024.773899,1.121219085,0.381523453,2.938794654,0.003294913,0.022022196,ENSG00000072310.18,17,17810399,17837002,protein_coding
262,ENSG00000072364.13,AFF4,2407.400623,-0.640626737,0.239764565,-2.671899143,0.007542331,0.042165331,ENSG00000072364.13,5,132875395,132963634,protein_coding
263,ENSG00000072401.15,UBE2D1,131.744944,-0.667495445,0.250850918,-2.660924862,0.007792634,0.04328644,ENSG00000072401.15,10,58334979,58370751,protein_coding
264,ENSG00000072518.22,MARK2,138.5205318,0.957386524,0.175042119,5.469463741,4.51e-08,2.01e-06,ENSG00000072518.22,11,63838928,63911020,protein_coding
265,ENSG00000072609.18,CHFR,173.3478689,0.468185362,0.148398995,3.154909239,0.00160548,0.01244816,ENSG00000072609.18,12,132822187,132956304,protein_coding
266,ENSG00000072682.20,P4HA2,157.8651716,0.678207008,0.242176933,2.800460802,0.00510297,0.031171515,ENSG00000072682.20,5,132190147,132295315,protein_coding
267,ENSG00000072756.17,TRNT1,300.8396426,-0.423536374,0.157124664,-2.695543546,0.007027389,0.039952265,ENSG00000072756.17,3,3126933,3153435,protein_coding
268,ENSG00000072840.13,EVC,63.91032394,1.575776503,0.398896287,3.950341362,7.8e-05,0.001066881,ENSG00000072840.13,4,5711201,5814305,protein_coding
269,ENSG00000072954.7,TMEM38A,127.3905864,0.66540879,0.239498047,2.778347458,0.005463616,0.03289857,ENSG00000072954.7,19,16661139,16690023,protein_coding
270,ENSG00000072958.9,AP1M1,656.2204433,1.034052286,0.173644428,5.954998357,2.6e-09,1.74e-07,ENSG00000072958.9,19,16197854,16245906,protein_coding
271,ENSG00000073060.17,SCARB1,2651.915583,1.19841914,0.162947379,7.354638931,1.91e-13,4.62e-11,ENSG00000073060.17,12,124776856,124882668,protein_coding
272,ENSG00000073150.14,PANX2,62.50754751,1.608880651,0.284166196,5.661759475,1.5e-08,7.88e-07,ENSG00000073150.14,22,50170731,50180295,protein_coding
273,ENSG00000073169.15,SELENOO,904.3582412,1.444549818,0.409404084,3.528420637,0.000418047,0.004235894,ENSG00000073169.15,22,50201011,50217616,protein_coding
274,ENSG00000073350.14,LLGL2,622.3113394,1.078355021,0.349511386,3.085321576,0.002033322,0.015004199,ENSG00000073350.14,17,75525080,75575209,protein_coding
275,ENSG00000073578.18,SDHA,2516.473929,0.349587039,0.131002702,2.668548303,0.007617982,0.042500387,ENSG00000073578.18,5,218303,257082,protein_coding
276,ENSG00000073584.20,SMARCE1,693.4000642,-0.398869057,0.139537825,-2.858501312,0.004256473,0.027065543,ENSG00000073584.20,17,40624962,40648654,protein_coding
277,ENSG00000073614.13,KDM5A,570.8545595,0.511226399,0.195246066,2.618369786,0.0088351,0.047736842,ENSG00000073614.13,12,280057,389320,protein_coding
278,ENSG00000073734.10,ABCB11,2151.805002,0.999614601,0.296878648,3.367081489,0.000759682,0.006822953,ENSG00000073734.10,2,168915498,169031324,protein_coding
279,ENSG00000073756.13,PTGS2,20.23618633,-1.940836732,0.492511277,-3.940695014,8.12e-05,0.001103994,ENSG00000073756.13,1,186671791,186680922,protein_coding
280,ENSG00000073803.14,MAP3K13,684.9643431,-0.361916748,0.119187437,-3.036534353,0.002393148,0.017071944,ENSG00000073803.14,3,185282941,185489094,protein_coding
281,ENSG00000073969.18,NSF,351.0034857,0.741223482,0.232704244,3.185259842,0.001446241,0.01146102,ENSG00000073969.18,17,46590669,46757679,protein_coding
282,ENSG00000074054.20,CLASP1,625.0317195,0.541471826,0.163175272,3.31834486,0.000905526,0.007865537,ENSG00000074054.20,2,121337776,121649476,protein_coding
283,ENSG00000074201.9,CLNS1A,1198.261613,-0.469255037,0.143193857,-3.277061217,0.001048936,0.008848264,ENSG00000074201.9,11,77514936,77637794,protein_coding
284,ENSG00000074276.11,CDHR2,1383.968297,1.697199315,0.383782109,4.422299207,9.77e-06,0.000192988,ENSG00000074276.11,5,176542511,176595974,protein_coding
285,ENSG00000074416.16,MGLL,1907.294246,0.723498691,0.146248894,4.947036992,7.54e-07,2.25e-05,ENSG00000074416.16,3,127689062,128052190,protein_coding
286,ENSG00000074706.14,IPCEF1,36.65325962,-0.812510898,0.243712568,-3.333890023,0.000856405,0.00752161,ENSG00000074706.14,6,154154496,154356803,protein_coding
287,ENSG00000074755.15,ZZEF1,597.8642359,0.767919517,0.149057019,5.15185076,2.58e-07,9.15e-06,ENSG00000074755.15,17,4004445,4143030,protein_coding
288,ENSG00000074800.16,ENO1,5432.450263,1.049925564,0.137430083,7.639706989,2.18e-14,7.04e-12,ENSG00000074800.16,1,8861000,8879190,protein_coding
289,ENSG00000074855.11,ANO8,50.89546387,1.461154204,0.34202455,4.272074045,1.94e-05,0.000343857,ENSG00000074855.11,19,17323223,17334855,protein_coding
290,ENSG00000075142.14,SRI,352.7162914,-0.861682449,0.162987135,-5.286812667,1.24e-07,4.85e-06,ENSG00000075142.14,7,88205115,88226993,protein_coding
291,ENSG00000075240.17,GRAMD4,577.6435778,1.012200758,0.307400502,3.292775228,0.000992037,0.008455764,ENSG00000075240.17,22,46576012,46679790,protein_coding
292,ENSG00000075275.18,CELSR1,264.8467912,0.762626844,0.267330608,2.852747953,0.004334298,0.027476079,ENSG00000075275.18,22,46360834,46537620,protein_coding
293,ENSG00000075568.17,TMEM131,513.9921117,0.829691859,0.208202161,3.985030004,6.75e-05,0.000952752,ENSG00000075568.17,2,97756333,97995948,protein_coding
