,gene_id,colors,gene_name,gene_type,receptor
500,ENSG00000166840,grey,GLYATL1,gene with protein product,
501,ENSG00000139269,grey,INHBE,gene with protein product,
502,ENSG00000131910,midnightblue,NR0B2,gene with protein product,Nuclear receptor subfamily 0 group B
503,ENSG00000134419,yellow,RPS15A,gene with protein product,
504,ENSG00000140564,greenyellow,FURIN,gene with protein product,
505,ENSG00000140107,grey,SLC25A47,gene with protein product,
506,ENSG00000169567,yellow,HINT1,gene with protein product,
507,ENSG00000225855,darkred,RUSC1-AS1,"RNA, long non-coding",
508,ENSG00000170540,grey,ARL6IP1,gene with protein product,
509,ENSG00000116005,black,PCYOX1,gene with protein product,
510,ENSG00000152078,blue,TLCD4,gene with protein product,
511,ENSG00000260886,grey,TAT-AS1,"RNA, long non-coding",
512,ENSG00000152234,grey,ATP5F1A,gene with protein product,
513,ENSG00000104325,grey,DECR1,gene with protein product,
514,ENSG00000246090,grey,,,
515,ENSG00000164237,grey,CMBL,gene with protein product,
516,ENSG00000184999,grey,SLC22A10,gene with protein product,
517,ENSG00000144381,grey,HSPD1,gene with protein product,
518,ENSG00000133048,grey,CHI3L1,gene with protein product,
519,ENSG00000149476,grey,TKFC,gene with protein product,
520,ENSG00000100650,red,SRSF5,gene with protein product,
521,ENSG00000163683,green,SMIM14,gene with protein product,
522,ENSG00000104549,darkred,SQLE,gene with protein product,
523,ENSG00000008513,grey,ST3GAL1,gene with protein product,
524,ENSG00000136960,grey60,ENPP2,gene with protein product,
525,ENSG00000123843,red,C4BPB,gene with protein product,
526,ENSG00000186910,grey,SERPINA11,gene with protein product,
527,ENSG00000117054,grey,ACADM,gene with protein product,
528,ENSG00000172340,brown,SUCLG2,gene with protein product,
529,ENSG00000005893,brown,LAMP2,gene with protein product,
530,ENSG00000211895,darkturquoise,IGHA1,immunoglobulin gene,
531,ENSG00000230328,grey,,,
532,ENSG00000162368,blue,CMPK1,gene with protein product,
533,ENSG00000176153,grey,GPX2,gene with protein product,
534,ENSG00000196230,grey,TUBB,gene with protein product,
535,ENSG00000179761,grey,PIPOX,gene with protein product,
536,ENSG00000137642,grey,SORL1,gene with protein product,
537,ENSG00000214855,grey,APOC1P1,pseudogene,
538,ENSG00000186529,grey,CYP4F3,gene with protein product,
539,ENSG00000210164,grey,MT-TG,"RNA, transfer",
540,ENSG00000156482,yellow,RPL30,gene with protein product,
541,ENSG00000143742,blue,SRP9,gene with protein product,
542,ENSG00000140479,greenyellow,PCSK6,gene with protein product,
543,ENSG00000196531,yellow,NACA,gene with protein product,
544,ENSG00000102024,brown,PLS3,gene with protein product,
545,ENSG00000175336,grey,APOF,gene with protein product,
546,ENSG00000204592,magenta,HLA-E,gene with protein product,
547,ENSG00000127184,yellow,COX7C,gene with protein product,
548,ENSG00000259827,grey,,,
549,ENSG00000142192,black,APP,gene with protein product,
550,ENSG00000049239,greenyellow,H6PD,gene with protein product,
551,ENSG00000204628,yellow,RACK1,gene with protein product,
552,ENSG00000182899,yellow,RPL35A,gene with protein product,
553,ENSG00000151914,lightgreen,DST,gene with protein product,
554,ENSG00000105835,blue,NAMPT,gene with protein product,
555,ENSG00000115457,grey,IGFBP2,gene with protein product,
556,ENSG00000173812,yellow,EIF1,gene with protein product,
557,ENSG00000133835,grey,HSD17B4,gene with protein product,
558,ENSG00000008517,grey,IL32,gene with protein product,
559,ENSG00000011347,grey,SYT7,gene with protein product,
560,ENSG00000100380,blue,ST13,gene with protein product,
561,ENSG00000123561,grey,SERPINA7,gene with protein product,
562,ENSG00000172809,yellow,RPL38,gene with protein product,
563,ENSG00000110321,brown,EIF4G2,gene with protein product,
564,ENSG00000221978,red,CCNL2,gene with protein product,
565,ENSG00000149273,yellow,RPS3,gene with protein product,
566,ENSG00000270641,grey,TSIX,"RNA, long non-coding",
567,ENSG00000001630,darkred,CYP51A1,gene with protein product,
568,ENSG00000143933,blue,CALM2,gene with protein product,
569,ENSG00000105372,yellow,RPS19,gene with protein product,
570,ENSG00000124713,grey,GNMT,gene with protein product,
571,ENSG00000236882,grey,LINC01554,"RNA, long non-coding",
572,ENSG00000145675,grey,PIK3R1,gene with protein product,
573,ENSG00000115738,grey,ID2,gene with protein product,
574,ENSG00000168542,royalblue,COL3A1,gene with protein product,
575,ENSG00000134294,grey,SLC38A2,gene with protein product,
576,ENSG00000168237,grey,GLYCTK,gene with protein product,
577,ENSG00000145826,green,LECT2,gene with protein product,
578,ENSG00000100201,grey,DDX17,gene with protein product,
579,ENSG00000148175,grey,STOM,gene with protein product,
580,ENSG00000116882,grey,HAO2,gene with protein product,
581,ENSG00000146085,grey,MMUT,gene with protein product,
582,ENSG00000240801,red,,,
583,ENSG00000023839,grey,ABCC2,gene with protein product,
584,ENSG00000186301,turquoise,MST1P2,pseudogene,
585,ENSG00000155660,grey,PDIA4,gene with protein product,
586,ENSG00000149547,grey,EI24,gene with protein product,
587,ENSG00000149809,darkred,TM7SF2,gene with protein product,
588,ENSG00000214530,tan,STARD10,gene with protein product,
589,ENSG00000130988,grey,RGN,gene with protein product,
590,ENSG00000289027,darkred,,,
591,ENSG00000101577,black,LPIN2,gene with protein product,
592,ENSG00000231806,grey,PCAT7,"RNA, long non-coding",
593,ENSG00000143278,brown,F13B,gene with protein product,
594,ENSG00000285772,darkred,,,
595,ENSG00000065154,grey,OAT,gene with protein product,
596,ENSG00000259974,grey,LINC00261,"RNA, long non-coding",
597,ENSG00000189403,blue,HMGB1,gene with protein product,
598,ENSG00000122786,brown,CALD1,gene with protein product,
599,ENSG00000164344,grey,KLKB1,gene with protein product,
600,ENSG00000142748,grey,FCN3,gene with protein product,
601,ENSG00000198670,grey,LPA,gene with protein product,
602,ENSG00000231389,magenta,HLA-DPA1,gene with protein product,
603,ENSG00000111057,grey,KRT18,gene with protein product,
604,ENSG00000111897,blue,SERINC1,gene with protein product,
605,ENSG00000140988,yellow,RPS2,gene with protein product,
606,ENSG00000136942,yellow,RPL35,gene with protein product,
607,ENSG00000127948,greenyellow,POR,gene with protein product,
608,ENSG00000170889,darkgreen,RPS9,gene with protein product,
609,ENSG00000112715,turquoise,VEGFA,gene with protein product,
610,ENSG00000175189,grey,INHBC,gene with protein product,
611,ENSG00000086598,blue,TMED2,gene with protein product,
612,ENSG00000177575,magenta,CD163,gene with protein product,
613,ENSG00000143162,blue,CREG1,gene with protein product,
614,ENSG00000145476,blue,CYP4V2,gene with protein product,
615,ENSG00000161533,grey,ACOX1,gene with protein product,
616,ENSG00000100652,grey,SLC10A1,gene with protein product,
617,ENSG00000104852,turquoise,SNRNP70,gene with protein product,
618,ENSG00000170522,grey,ELOVL6,gene with protein product,
619,ENSG00000141504,grey,SAT2,gene with protein product,
620,ENSG00000161011,grey,SQSTM1,gene with protein product,
621,ENSG00000003436,blue,TFPI,gene with protein product,
622,ENSG00000036473,grey,OTC,gene with protein product,
623,ENSG00000262831,purple,,,
624,ENSG00000167588,grey,GPD1,gene with protein product,
625,ENSG00000143870,black,PDIA6,gene with protein product,
626,ENSG00000135069,grey,PSAT1,gene with protein product,
627,ENSG00000166278,grey,C2,gene with protein product,
628,ENSG00000145703,brown,IQGAP2,gene with protein product,
629,ENSG00000160932,grey,LY6E,gene with protein product,
630,ENSG00000198959,grey,TGM2,gene with protein product,
631,ENSG00000106261,grey,ZKSCAN1,gene with protein product,
632,ENSG00000161970,yellow,RPL26,gene with protein product,
633,ENSG00000187045,grey,TMPRSS6,gene with protein product,
634,ENSG00000009307,black,CSDE1,gene with protein product,
635,ENSG00000241635,grey,UGT1A1,complex locus constituent,
636,ENSG00000181192,grey,DHTKD1,gene with protein product,
637,ENSG00000211445,grey,GPX3,gene with protein product,
638,ENSG00000104823,grey,ECH1,gene with protein product,
639,ENSG00000166123,grey,GPT2,gene with protein product,
640,ENSG00000128272,red,ATF4,gene with protein product,
641,ENSG00000168306,grey,ACOX2,gene with protein product,
642,ENSG00000131143,yellow,COX4I1,gene with protein product,
643,ENSG00000161267,turquoise,BDH1,gene with protein product,
644,ENSG00000074416,grey60,MGLL,gene with protein product,
645,ENSG00000128311,tan,TST,gene with protein product,
646,ENSG00000081041,midnightblue,CXCL2,gene with protein product,
647,ENSG00000100003,grey,SEC14L2,gene with protein product,
648,ENSG00000101160,grey,CTSZ,gene with protein product,
649,ENSG00000143627,grey,PKLR,gene with protein product,
650,ENSG00000120742,green,SERP1,gene with protein product,
651,ENSG00000096060,grey,FKBP5,gene with protein product,
652,ENSG00000138030,tan,KHK,gene with protein product,
653,ENSG00000143158,green,MPC2,gene with protein product,
654,ENSG00000165678,grey,GHITM,gene with protein product,
655,ENSG00000168028,grey,RPSA,gene with protein product,
656,ENSG00000113013,grey,HSPA9,gene with protein product,
657,ENSG00000082153,blue,BZW1,gene with protein product,
658,ENSG00000168389,grey,MFSD2A,gene with protein product,
659,ENSG00000125304,brown,TM9SF2,gene with protein product,
660,ENSG00000124172,yellow,ATP5F1E,gene with protein product,
661,ENSG00000170348,brown,TMED10,gene with protein product,
662,ENSG00000204370,blue,SDHD,gene with protein product,
663,ENSG00000122378,grey,PRXL2A,gene with protein product,
664,ENSG00000116209,blue,TMEM59,gene with protein product,
665,ENSG00000138760,brown,SCARB2,gene with protein product,Scavenger receptors
666,ENSG00000072310,grey,SREBF1,gene with protein product,
667,ENSG00000269968,grey,,,
668,ENSG00000072210,grey,ALDH3A2,gene with protein product,
669,ENSG00000120137,brown,PANK3,gene with protein product,
670,ENSG00000058262,grey,SEC61A1,gene with protein product,
671,ENSG00000172831,grey,CES2,gene with protein product,
672,ENSG00000136240,green,KDELR2,gene with protein product,KDEL endoplasmic reticulum protein retention receptors
673,ENSG00000198755,yellow,RPL10A,gene with protein product,
674,ENSG00000265401,grey,,,
675,ENSG00000215472,yellow,RPL17-C18orf32,readthrough,
676,ENSG00000130173,grey,ANGPTL8,gene with protein product,
677,ENSG00000104408,green,EIF3E,gene with protein product,
678,ENSG00000285976,blue,,,
679,ENSG00000112245,blue,PTP4A1,gene with protein product,
680,ENSG00000178772,grey,CPN2,gene with protein product,
681,ENSG00000115524,red,SF3B1,gene with protein product,
682,ENSG00000173638,turquoise,SLC19A1,gene with protein product,
683,ENSG00000100345,greenyellow,MYH9,gene with protein product,
684,ENSG00000167468,purple,GPX4,gene with protein product,
685,ENSG00000120915,grey,EPHX2,gene with protein product,
686,ENSG00000267467,purple,APOC4,gene with protein product,
687,ENSG00000076555,grey,ACACB,gene with protein product,
688,ENSG00000250644,greenyellow,,,
689,ENSG00000069275,blue,NUCKS1,gene with protein product,
690,ENSG00000196139,grey,AKR1C3,gene with protein product,
691,ENSG00000213741,yellow,RPS29,gene with protein product,
692,ENSG00000116791,blue,CRYZ,gene with protein product,
693,ENSG00000162244,yellow,RPL29,gene with protein product,
694,ENSG00000140374,grey,ETFA,gene with protein product,
695,ENSG00000120738,yellow,EGR1,gene with protein product,
696,ENSG00000112159,grey,MDN1,gene with protein product,
697,ENSG00000091262,pink,ABCC6,gene with protein product,
698,ENSG00000023330,grey,ALAS1,gene with protein product,
699,ENSG00000079246,grey,XRCC5,gene with protein product,
700,ENSG00000006831,grey,ADIPOR2,gene with protein product,Adiponectin receptors
701,ENSG00000103485,grey,QPRT,gene with protein product,
702,ENSG00000179918,grey,SEPHS2,gene with protein product,
703,ENSG00000182704,grey,TSKU,gene with protein product,
704,ENSG00000088812,black,ATRN,gene with protein product,
705,ENSG00000173369,magenta,C1QB,gene with protein product,
706,ENSG00000063046,grey,EIF4B,gene with protein product,
707,ENSG00000089597,black,GANAB,gene with protein product,
708,ENSG00000188257,grey,PLA2G2A,gene with protein product,
709,ENSG00000115255,pink,REEP6,gene with protein product,
710,ENSG00000140264,yellow,SERF2,gene with protein product,
711,ENSG00000115107,grey,STEAP3,gene with protein product,
712,ENSG00000163041,green,H3-3A,gene with protein product,
713,ENSG00000142949,greenyellow,PTPRF,gene with protein product,
714,ENSG00000100664,brown,EIF5,gene with protein product,
715,ENSG00000091483,grey60,FH,gene with protein product,
716,ENSG00000198074,grey,AKR1B10,gene with protein product,
717,ENSG00000140961,grey,OSGIN1,gene with protein product,
718,ENSG00000114867,greenyellow,EIF4G1,gene with protein product,
719,ENSG00000120708,grey,TGFBI,gene with protein product,
720,ENSG00000135447,yellow,PPP1R1A,gene with protein product,
721,ENSG00000090512,grey,FETUB,gene with protein product,
722,ENSG00000113719,grey,ERGIC1,gene with protein product,
723,ENSG00000197894,grey,ADH5,gene with protein product,
724,ENSG00000177600,yellow,RPLP2,gene with protein product,
725,ENSG00000259171,blue,,,
726,ENSG00000008311,grey,AASS,gene with protein product,
727,ENSG00000100342,grey,APOL1,gene with protein product,
728,ENSG00000249948,grey,GBA3,gene with protein product,
729,ENSG00000241399,blue,CD302,gene with protein product,
730,ENSG00000289699,black,,,
731,ENSG00000221983,yellow,UBA52,gene with protein product,
732,ENSG00000245970,yellow,RPL30-AS1,"RNA, long non-coding",
733,ENSG00000165828,grey,PRAP1,gene with protein product,
734,ENSG00000148834,yellow,GSTO1,gene with protein product,
735,ENSG00000283496,grey,ZNF511-PRAP1,readthrough,
736,ENSG00000127481,lightgreen,UBR4,gene with protein product,
737,ENSG00000197111,yellow,PCBP2,gene with protein product,
738,ENSG00000186468,yellow,RPS23,gene with protein product,
739,ENSG00000109332,blue,UBE2D3,gene with protein product,
740,ENSG00000196083,grey,IL1RAP,gene with protein product,
741,ENSG00000196502,grey,SULT1A1,gene with protein product,
742,ENSG00000129824,grey,RPS4Y1,gene with protein product,
743,ENSG00000170458,grey,CD14,gene with protein product,
744,ENSG00000008226,yellow,DLEC1,gene with protein product,
745,ENSG00000100897,grey,DCAF11,gene with protein product,
746,ENSG00000116704,black,SLC35D1,gene with protein product,
747,ENSG00000268895,lightcyan,A1BG-AS1,"RNA, long non-coding",
748,ENSG00000164405,yellow,UQCRQ,gene with protein product,
749,ENSG00000110917,grey,MLEC,gene with protein product,
750,ENSG00000237550,yellow,,,
751,ENSG00000163687,cyan,DNASE1L3,gene with protein product,
752,ENSG00000116754,salmon,SRSF11,gene with protein product,
753,ENSG00000255508,yellow,,,
754,ENSG00000117448,grey,AKR1A1,gene with protein product,
755,ENSG00000254772,yellow,EEF1G,gene with protein product,
756,ENSG00000079739,grey,PGM1,gene with protein product,
757,ENSG00000249173,grey,LINC01093,"RNA, long non-coding",
758,ENSG00000265681,yellow,RPL17,gene with protein product,
759,ENSG00000119471,grey,HSDL2,gene with protein product,
760,ENSG00000141367,brown,CLTC,gene with protein product,
761,ENSG00000114021,grey,NIT2,gene with protein product,
762,ENSG00000133657,brown,ATP13A3,gene with protein product,
763,ENSG00000147853,blue,AK3,gene with protein product,
764,ENSG00000215301,grey,DDX3X,gene with protein product,
765,ENSG00000156976,green,EIF4A2,gene with protein product,
766,ENSG00000127241,black,MASP1,gene with protein product,
767,ENSG00000260342,yellow,,,
768,ENSG00000004534,turquoise,RBM6,gene with protein product,
769,ENSG00000117791,salmon,MTARC2,gene with protein product,
770,ENSG00000189221,grey,MAOA,gene with protein product,
771,ENSG00000086061,grey,DNAJA1,gene with protein product,
772,ENSG00000123104,brown,ITPR2,gene with protein product,"Inositol 1,4,5-triphosphate receptors"
773,ENSG00000176422,grey,SPRYD4,gene with protein product,
774,ENSG00000122566,grey,HNRNPA2B1,gene with protein product,
775,ENSG00000182054,grey,IDH2,gene with protein product,
776,ENSG00000197977,grey,ELOVL2,gene with protein product,
777,ENSG00000089057,grey,SLC23A2,gene with protein product,
778,ENSG00000167508,grey,MVD,gene with protein product,
